import time: self [us] | cumulative | imported package
import time:       437 |      15561 |       statsmodels.stats.api
import time:       301 |        301 |       statsmodels.tools.print_version
import time:       208 |        208 |       statsmodels.tools.web
import time:       410 |        410 |           statsmodels.tsa.interp.denton
import time:       479 |        888 |         statsmodels.tsa.interp
import time:       227 |        227 |         statsmodels.tsa.vector_ar
import time:      1255 |       1255 |           statsmodels.tsa.arima_process
import time:      1059 |       1059 |           statsmodels.tsa.deterministic
import time:      1897 |       4210 |         statsmodels.tsa.ar_model
import time:       301 |        301 |             statsmodels.tsa.ardl.pss_critical_values
import time:      3171 |       3471 |           statsmodels.tsa.ardl.model
import time:       425 |       3896 |         statsmodels.tsa.ardl
import time:       203 |        203 |         statsmodels.tsa.arima
import time:        95 |         95 |                 statsmodels.tsa.arima.tools
import time:       517 |        611 |               statsmodels.tsa.arima.specification
import time:       264 |        264 |               statsmodels.tsa.arima.params
import time:       946 |       1820 |             statsmodels.tsa.statespace.sarimax
import time:       111 |        111 |               statsmodels.tsa.arima.estimators
import time:       365 |        476 |             statsmodels.tsa.arima.estimators.yule_walker
import time:       251 |        251 |             statsmodels.tsa.arima.estimators.burg
import time:      1419 |       1419 |             statsmodels.tsa.arima.estimators.hannan_rissanen
import time:       224 |        224 |               statsmodels.tsa.innovations
import time:      5685 |       5685 |                 statsmodels.tsa.innovations._arma_innovations
import time:       254 |       5939 |               statsmodels.tsa.innovations.arma_innovations
import time:       220 |       6381 |             statsmodels.tsa.arima.estimators.innovations
import time:       190 |        190 |               statsmodels.tsa.arima.estimators.statespace
import time:       354 |        544 |             statsmodels.tsa.arima.estimators.gls
import time:       835 |      11724 |           statsmodels.tsa.arima.model
import time:       289 |      12013 |         statsmodels.tsa.arima.api
import time:       305 |        305 |         statsmodels.tsa.base.datetools
import time:       668 |        668 |           statsmodels.tsa.exponential_smoothing
import time:       411 |        411 |           statsmodels.base.covtype
import time:       457 |        457 |           statsmodels.tsa.exponential_smoothing.base
import time:      5622 |       5622 |           statsmodels.tsa.exponential_smoothing._ets_smooth
import time:       229 |        229 |           statsmodels.tsa.exponential_smoothing.initialization
import time:      1029 |       8414 |         statsmodels.tsa.exponential_smoothing.ets
import time:       357 |        357 |         statsmodels.tsa.filters
import time:       277 |        277 |           statsmodels.tsa.filters.bk_filter
import time:       191 |        191 |           statsmodels.tsa.filters.hp_filter
import time:       172 |        172 |           statsmodels.tsa.filters.cf_filter
import time:       169 |        169 |                 scipy.fftpack._helper
import time:       302 |        471 |               scipy.fftpack._basic
import time:      5323 |       5323 |                 scipy.fftpack.convolve
import time:       245 |       5568 |               scipy.fftpack._pseudo_diffs
import time:       394 |        394 |               scipy.fftpack._realtransforms
import time:       181 |        181 |               scipy.fftpack.basic
import time:       209 |        209 |               scipy.fftpack.helper
import time:       792 |        792 |               scipy.fftpack.pseudo_diffs
import time:       122 |        122 |               scipy.fftpack.realtransforms
import time:       889 |       8624 |             scipy.fftpack
import time:       817 |       9441 |           statsmodels.tsa.filters.filtertools
import time:       335 |      10413 |         statsmodels.tsa.filters.api
import time:       124 |        124 |           statsmodels.tsa.forecasting
import time:       209 |        209 |               statsmodels.tsa.stl
import time:      5453 |       5661 |             statsmodels.tsa.stl._stl
import time:       386 |        386 |             statsmodels.tsa.stl.mstl
import time:       293 |       6340 |           statsmodels.tsa.seasonal
import time:      1194 |       7656 |         statsmodels.tsa.forecasting.stl
import time:      6336 |       6336 |             statsmodels.tsa.holtwinters._exponential_smoothers
import time:       287 |        287 |             statsmodels.tsa.holtwinters._smoothers
import time:       470 |        470 |             statsmodels.tsa.holtwinters.results
import time:       731 |       7824 |           statsmodels.tsa.holtwinters.model
import time:       401 |       8224 |         statsmodels.tsa.holtwinters
import time:       116 |        116 |         statsmodels.tsa.innovations.api
import time:       233 |        233 |           statsmodels.tsa.regime_switching
import time:      5366 |       5366 |             statsmodels.tsa.regime_switching._hamilton_filter
import time:      6074 |       6074 |             statsmodels.tsa.regime_switching._kim_smoother
import time:       941 |      12379 |           statsmodels.tsa.regime_switching.markov_switching
import time:       612 |        612 |           statsmodels.tsa.regime_switching.markov_regression
import time:       703 |      13925 |         statsmodels.tsa.regime_switching.markov_autoregression
import time:       902 |        902 |           statsmodels.tsa.statespace.exponential_smoothing
import time:       373 |       1274 |         statsmodels.tsa.statespace.api
import time:       312 |        312 |             statsmodels.tsa.vector_ar.output
import time:       298 |        298 |               statsmodels.tsa.vector_ar.util
import time:       274 |        572 |             statsmodels.tsa.vector_ar.plotting
import time:       272 |        272 |             statsmodels.tsa.vector_ar.hypothesis_test_results
import time:       381 |        381 |             statsmodels.tsa.vector_ar.irf
import time:       944 |       2478 |           statsmodels.tsa.vector_ar.var_model
import time:      1056 |       3534 |         statsmodels.tsa.statespace.dynamic_factor
import time:       277 |        277 |           statsmodels.tsa.statespace._quarterly_ar1
import time:       993 |       1270 |         statsmodels.tsa.statespace.dynamic_factor_mq
import time:       883 |        883 |         statsmodels.tsa.statespace.structural
import time:      1221 |       1221 |         statsmodels.tsa.statespace.varmax
import time:       496 |        496 |         statsmodels.tsa.vector_ar.svar_model
import time:       292 |        292 |           statsmodels.tsa.coint_tables
import time:       715 |       1006 |         statsmodels.tsa.vector_ar.vecm
import time:       400 |        400 |         statsmodels.tsa.x13
import time:       387 |      81305 |       statsmodels.tsa.api
import time:       465 |     401116 |     statsmodels.api
import time:       230 |        230 |     tabs._common
import time:       225 |        225 |       utils
import time:       609 |        609 |       statsmodels.stats.outliers_influence
import time:       590 |        590 |       utils.data_cleaning
import time:       398 |       1821 |     utils.collinearity_lib
import time:       584 |        584 |     utils.formatting
import time:       301 |        301 |     utils.heterogeneity_lib
import time:       235 |        235 |     utils.mediation_lib
import time:       299 |        299 |       plotly.graph_objects
import time:       205 |        205 |       plotly.subplots
import time:       318 |        822 |     utils.model_diagnostics_lib
import time:       564 |        564 |           sklearn._config
import time:      6234 |       6234 |             sklearn.__check_build._check_build
import time:       396 |       6629 |           sklearn.__check_build
import time:       303 |        303 |           sklearn._distributor_init
import time:       373 |        373 |             sklearn.exceptions
import time:       713 |        713 |                 sklearn.utils._joblib
import time:       191 |        191 |                     sklearn.utils._bunch
import time:      1164 |       1355 |                   sklearn.utils._metadata_requests
import time:       292 |       1646 |                 sklearn.utils.metadata_routing
import time:       206 |        206 |                               sklearn.externals
import time:       253 |        459 |                             sklearn.externals._packaging
import time:       104 |        104 |                             sklearn.externals._packaging._structures
import time:       782 |       1344 |                           sklearn.externals._packaging.version
import time:       170 |        170 |                                   ctypes.macholib
import time:       397 |        397 |                                   ctypes.macholib.framework
import time:       440 |        440 |                                   ctypes.macholib.dylib
import time:       304 |       1309 |                                 ctypes.macholib.dyld
import time:       299 |       1607 |                               ctypes.util
import time:       844 |       2451 |                             threadpoolctl
import time:       279 |       2729 |                           sklearn.utils.parallel
import time:       372 |       4444 |                         sklearn.utils.fixes
import time:       486 |       4930 |                       sklearn.utils._array_api
import time:       515 |        515 |                       sklearn.utils.deprecation
import time:      6342 |       6342 |                       sklearn.utils._isfinite
import time:      2341 |       2341 |                       sklearn.utils._tags
import time:       702 |      14828 |                     sklearn.utils.validation
import time:       631 |      15458 |                   sklearn.utils._param_validation
import time:       376 |      15834 |                 sklearn.utils._chunking
import time:       749 |        749 |                 sklearn.utils._estimator_html_repr
import time:      6527 |       6527 |                     sklearn.utils.sparsefuncs_fast
import time:       478 |       7004 |                   sklearn.utils.extmath
import time:       286 |       7290 |                 sklearn.utils._indexing
import time:       267 |        267 |                   sklearn.utils._missing
import time:       229 |        495 |                 sklearn.utils._mask
import time:       308 |        308 |                 sklearn.utils.class_weight
import time:       363 |        363 |                 sklearn.utils.discovery
import time:      6166 |       6166 |                 sklearn.utils.murmurhash
import time:       414 |      33974 |               sklearn.utils
import time:        23 |      33997 |             sklearn.utils._estimator_html_repr
import time:       198 |        198 |               sklearn.utils._available_if
import time:       486 |        683 |             sklearn.utils._set_output
import time:       641 |      35692 |           sklearn.base
import time:      7778 |       7778 |             sklearn.utils._openmp_helpers
import time:       268 |       8046 |           sklearn.utils._show_versions
import time:       138 |        138 |           sklearn._built_with_meson
import time:       590 |      51960 |         sklearn
import time:       357 |      52316 |       sklearn.experimental
import time:       410 |        410 |           sklearn.utils.sparsefuncs
import time:       943 |       1353 |         sklearn.impute._base
import time:       432 |        432 |               sklearn.metrics.cluster._bicluster
import time:       176 |        176 |                   sklearn.utils._unique
import time:       341 |        516 |                 sklearn.utils.multiclass
import time:      6156 |       6156 |                 sklearn.metrics.cluster._expected_mutual_info_fast
import time:       470 |       7142 |               sklearn.metrics.cluster._supervised
import time:       400 |        400 |                       sklearn.utils._encode
import time:       655 |       1054 |                     sklearn.preprocessing._encoders
import time:      1263 |       2317 |                   sklearn.preprocessing._data
import time:       264 |        264 |                     sklearn.utils.stats
import time:       474 |        738 |                   sklearn.preprocessing._discretization
import time:       246 |        246 |                     sklearn.utils.metaestimators
import time:       312 |        558 |                   sklearn.preprocessing._function_transformer
import time:       609 |        609 |                   sklearn.preprocessing._label
import time:      6143 |       6143 |                     sklearn.preprocessing._csr_polynomial_expansion
import time:       507 |       6649 |                   sklearn.preprocessing._polynomial
import time:      6333 |       6333 |                     sklearn.preprocessing._target_encoder_fast
import time:       442 |       6775 |                   sklearn.preprocessing._target_encoder
import time:       452 |      18094 |                 sklearn.preprocessing
import time:      6437 |       6437 |                       sklearn.metrics._dist_metrics
import time:      6099 |       6099 |                           sklearn.metrics._pairwise_distances_reduction._datasets_pair
import time:      7220 |       7220 |                           sklearn.utils._cython_blas
import time:      6577 |      19895 |                         sklearn.metrics._pairwise_distances_reduction._base
import time:      6016 |       6016 |                         sklearn.metrics._pairwise_distances_reduction._middle_term_computer
import time:      5341 |       5341 |                         sklearn.utils._heap
import time:      4798 |       4798 |                         sklearn.utils._sorting
import time:      6872 |      42921 |                       sklearn.metrics._pairwise_distances_reduction._argkmin
import time:      5949 |       5949 |                       sklearn.metrics._pairwise_distances_reduction._argkmin_classmode
import time:      5769 |       5769 |                         sklearn.utils._vector_sentinel
import time:      6082 |      11850 |                       sklearn.metrics._pairwise_distances_reduction._radius_neighbors
import time:      5553 |       5553 |                       sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode
import time:       674 |      73381 |                     sklearn.metrics._pairwise_distances_reduction._dispatcher
import time:       370 |      73750 |                   sklearn.metrics._pairwise_distances_reduction
import time:      6418 |       6418 |                   sklearn.metrics._pairwise_fast
import time:       774 |      80941 |                 sklearn.metrics.pairwise
import time:       354 |      99388 |               sklearn.metrics.cluster._unsupervised
import time:       277 |     107237 |             sklearn.metrics.cluster
import time:       875 |        875 |             sklearn.metrics._classification
import time:       240 |        240 |               sklearn.metrics._plot
import time:       191 |        191 |               sklearn.utils._optional_dependencies
import time:       203 |        203 |                 sklearn.utils._response
import time:       361 |        564 |               sklearn.utils._plotting
import time:       343 |       1338 |             sklearn.metrics._plot.confusion_matrix
import time:       201 |        201 |                 sklearn.metrics._base
import time:       584 |        784 |               sklearn.metrics._ranking
import time:       222 |       1006 |             sklearn.metrics._plot.det_curve
import time:       274 |        274 |             sklearn.metrics._plot.precision_recall_curve
import time:       346 |        346 |             sklearn.metrics._plot.regression
import time:       249 |        249 |             sklearn.metrics._plot.roc_curve
import time:       672 |        672 |             sklearn.metrics._regression
import time:      1891 |       1891 |             sklearn.metrics._scorer
import time:       215 |     114098 |           sklearn.metrics
import time:      5824 |       5824 |                 sklearn.neighbors._partition_nodes
import time:      7614 |      13438 |               sklearn.neighbors._ball_tree
import time:      6872 |       6872 |                 sklearn.neighbors._kd_tree
import time:       812 |       7683 |               sklearn.neighbors._base
import time:      6466 |       6466 |                 sklearn.utils.arrayfuncs
import time:       632 |       7098 |               sklearn.neighbors._classification
import time:       411 |        411 |                 sklearn.neighbors._unsupervised
import time:       521 |        931 |               sklearn.neighbors._graph
import time:       579 |        579 |               sklearn.neighbors._kde
import time:       487 |        487 |               sklearn.neighbors._lof
import time:      7880 |       7880 |                           sklearn.utils._random
import time:      6968 |      14847 |                         sklearn.utils._seq_dataset
import time:       799 |      15645 |                       sklearn.linear_model._base
import time:       675 |        675 |                       sklearn.linear_model._bayes
import time:      1448 |       1448 |                             sklearn.model_selection._split
import time:      1016 |       2464 |                           sklearn.model_selection._classification_threshold
import time:       982 |        982 |                             sklearn.model_selection._validation
import time:       504 |       1485 |                           sklearn.model_selection._plot
import time:       290 |        290 |                             sklearn.utils.random
import time:      1464 |       1753 |                           sklearn.model_selection._search
import time:       514 |       6215 |                         sklearn.model_selection
import time:      6546 |       6546 |                         sklearn.linear_model._cd_fast
import time:      1155 |      13914 |                       sklearn.linear_model._coordinate_descent
import time:      7722 |       7722 |                                 sklearn._loss._loss
import time:      1271 |       1271 |                                 sklearn._loss.link
import time:       667 |       9659 |                               sklearn._loss.loss
import time:       209 |       9868 |                             sklearn._loss
import time:        11 |       9878 |                           sklearn._loss.loss
import time:       380 |        380 |                           sklearn.utils.optimize
import time:       296 |        296 |                           sklearn.linear_model._linear_loss
import time:       370 |        370 |                           sklearn.linear_model._glm._newton_solver
import time:       744 |      11665 |                         sklearn.linear_model._glm.glm
import time:       377 |      12042 |                       sklearn.linear_model._glm
import time:       385 |        385 |                       sklearn.linear_model._huber
import time:       780 |        780 |                       sklearn.linear_model._least_angle
import time:       455 |        455 |                             sklearn.svm._bounds
import time:      7015 |       7015 |                                 sklearn.svm._liblinear
import time:      7458 |       7458 |                                 sklearn.svm._libsvm
import time:      6454 |       6454 |                                 sklearn.svm._libsvm_sparse
import time:       794 |      21719 |                               sklearn.svm._base
import time:      1064 |      22782 |                             sklearn.svm._classes
import time:       205 |      23442 |                           sklearn.svm
import time:        11 |      23452 |                         sklearn.svm._base
import time:      6746 |       6746 |                           sklearn.linear_model._sag_fast
import time:       511 |       7256 |                         sklearn.linear_model._sag
import time:       615 |      31323 |                       sklearn.linear_model._logistic
import time:       623 |        623 |                       sklearn.linear_model._omp
import time:      6558 |       6558 |                             sklearn.utils._weight_vector
import time:      6848 |      13405 |                           sklearn.linear_model._sgd_fast
import time:      1027 |      14432 |                         sklearn.linear_model._stochastic_gradient
import time:       382 |      14814 |                       sklearn.linear_model._passive_aggressive
import time:       402 |        402 |                       sklearn.linear_model._perceptron
import time:       451 |        451 |                       sklearn.linear_model._quantile
import time:       463 |        463 |                       sklearn.linear_model._ransac
import time:      1230 |       1230 |                       sklearn.linear_model._ridge
import time:       436 |        436 |                       sklearn.linear_model._theil_sen
import time:       300 |      93476 |                     sklearn.linear_model
import time:       793 |      94268 |                   sklearn.decomposition._dict_learning
import time:       443 |        443 |                   sklearn.decomposition._factor_analysis
import time:       374 |        374 |                   sklearn.decomposition._fastica
import time:       411 |        411 |                     sklearn.decomposition._base
import time:       214 |        624 |                   sklearn.decomposition._incremental_pca
import time:       277 |        277 |                     sklearn.utils._arpack
import time:       244 |        520 |                   sklearn.decomposition._kernel_pca
import time:      6598 |       6598 |                     sklearn.decomposition._online_lda_fast
import time:       460 |       7058 |                   sklearn.decomposition._lda
import time:      6300 |       6300 |                     sklearn.decomposition._cdnmf_fast
import time:       800 |       7099 |                   sklearn.decomposition._nmf
import time:      1001 |       1001 |                   sklearn.decomposition._pca
import time:       629 |        629 |                   sklearn.decomposition._sparse_pca
import time:       508 |        508 |                   sklearn.decomposition._truncated_svd
import time:       594 |     113115 |                 sklearn.decomposition
import time:       345 |     113459 |               sklearn.neighbors._nca
import time:       182 |        182 |                         sklearn.covariance._empirical_covariance
import time:       224 |        406 |                       sklearn.covariance._robust_covariance
import time:       339 |        745 |                     sklearn.covariance._elliptic_envelope
import time:       429 |        429 |                     sklearn.covariance._graph_lasso
import time:       304 |        304 |                     sklearn.covariance._shrunk_covariance
import time:       329 |       1805 |                   sklearn.covariance
import time:       881 |       2686 |                 sklearn.discriminant_analysis
import time:       427 |       3113 |               sklearn.neighbors._nearest_centroid
import time:       277 |        277 |               sklearn.neighbors._regression
import time:       326 |     147387 |             sklearn.neighbors
import time:        12 |     147399 |           sklearn.neighbors._base
import time:       381 |     261877 |         sklearn.impute._knn
import time:       377 |        377 |         sklearn.impute._iterative
import time:       637 |     264242 |       sklearn.experimental.enable_iterative_imputer
import time:      1150 |     317707 |     utils.multiple_imputation
import time:       293 |        293 |     utils.plotly_html_renderer
import time:       166 |        166 |     utils.mi_helpers
import time:       321 |        321 |     utils.ui_helpers
import time:       488 |    2011336 |   tabs.tab_advanced_inference
import time:       273 |        273 |     tabs._dataset_mixin
import time:       430 |        430 |           sklearn.frozen._frozen
import time:       200 |        630 |         sklearn.frozen
import time:      6760 |       6760 |           sklearn._isotonic
import time:       621 |       7381 |         sklearn.isotonic
import time:       724 |       8734 |       sklearn.calibration
import time:       476 |        476 |       utils.diagnostic_advanced_lib
import time:       469 |       9678 |     utils.diag_test
import time:       244 |        244 |                 wcwidth.bisearch
import time:       442 |        442 |                   wcwidth.table_grapheme
import time:       638 |       1079 |                 wcwidth.grapheme
import time:       224 |        224 |                 wcwidth.table_vs16
import time:       250 |        250 |                 wcwidth.table_wide
import time:       453 |        453 |                 wcwidth.table_zero
import time:       381 |        381 |                 wcwidth.control_codes
import time:       294 |        294 |                 wcwidth.table_ambiguous
import time:       704 |        704 |                 wcwidth.escape_sequences
import time:       215 |        215 |                 wcwidth.unicode_versions
import time:      1083 |       4923 |               wcwidth.wcwidth
import time:       265 |        265 |               wcwidth.textwrap
import time:       387 |       5574 |             wcwidth
import time:       251 |        251 |             tabulate.version
import time:      1308 |       7132 |           tabulate
import time:       250 |        250 |             pingouin.bayesian
import time:       262 |        511 |           pingouin.config
import time:       438 |       8080 |         pingouin.utils
import time:      5139 |       5139 |         pingouin.datasets
import time:       342 |        342 |         pingouin.distribution
import time:       282 |        282 |         pingouin.effsize
import time:       410 |        410 |               pandas_flavor.register
import time:       180 |        180 |               pandas_flavor.xarray
import time:       334 |        924 |             pandas_flavor
import time:       590 |       1513 |           pingouin.parametric
import time:       286 |       1798 |         pingouin.equivalence
import time:       217 |        217 |         pingouin.multicomp
import time:       283 |        283 |         pingouin.multivariate
import time:       584 |        584 |         pingouin.nonparametric
import time:       273 |        273 |           pingouin.power
import time:       417 |        690 |         pingouin.correlation
import time:       376 |        376 |         pingouin.circular
import time:       453 |        453 |         pingouin.pairwise
import time:       318 |        318 |         pingouin.reliability
import time:       522 |        522 |         pingouin.regression
import time:       374 |        374 |         pingouin.plotting
import time:       248 |        248 |         pingouin.contingency
import time:       574 |      20274 |       pingouin
import time:       383 |      20656 |     utils.agreement_lib
import time:       247 |        247 |     utils.download_helpers
import time:       363 |      31214 |   tabs.tab_agreement
import time:       447 |        447 |       utils.sample_size_lib
import time:       276 |        723 |     tabs.tab_sample_size
import time:       345 |        345 |     utils.psm_lib
import time:       291 |        291 |           utils.advanced_stats_lib
import time:        50 |         50 |             numba
import time:      1328 |       1328 |                   firthmodels._utils
import time:       211 |       1538 |                 firthmodels._solvers
import time:       853 |       2390 |               firthmodels._lrt
import time:       535 |        535 |               firthmodels._profile_ci
import time:      1428 |       4352 |             firthmodels.cox
import time:       840 |        840 |             firthmodels.logistic
import time:       482 |        482 |             firthmodels.separation
import time:       231 |       5954 |           firthmodels
import time:       846 |       7089 |         utils.logic
import time:       799 |       7888 |       utils.table_one_advanced
import time:       332 |       8219 |     utils.table_one
import time:       451 |       9737 |   tabs.tab_baseline_matching
import time:       391 |        391 |     utils.sensitivity_lib
import time:       236 |        236 |     utils.stratified_lib
import time:       427 |       1053 |   tabs.tab_causal_inference
import time:       316 |        316 |     utils.calibration_lib
import time:       302 |        302 |     utils.forest_plot_lib
import time:       668 |        668 |     utils.linear_lib
import time:       410 |        410 |     utils.poisson_lib
import time:       254 |        254 |     utils.repeated_measures_lib
import time:       884 |        884 |     utils.reporting_checklists
import time:       617 |        617 |     utils.subgroup_analysis_module
import time:       848 |       4296 |   tabs.tab_core_regression
import time:       324 |        324 |     utils.correlation
import time:       365 |        688 |   tabs.tab_corr
import time:       330 |        330 |     utils.data_quality
import time:       198 |        198 |     utils.visualizations
import time:       466 |        993 |   tabs.tab_data
import time:       245 |        245 |     utils.decision_curve_lib
import time:       421 |        666 |   tabs.tab_diag
import time:       159 |        159 |   tabs.tab_home
import time:       246 |        246 |     tabs.tab_advanced_stats
import time:       276 |        522 |   tabs.tab_settings
import time:       260 |        260 |     tabs._tvc_components
import time:       241 |        241 |                   autograd.util
import time:       294 |        294 |                   autograd.wrap_util
import time:       568 |       1102 |                 autograd.tracer
import time:       719 |       1820 |               autograd.core
import time:       190 |        190 |                 autograd.extend
import time:       529 |        718 |               autograd.builtins
import time:      1359 |       1359 |                     autograd.numpy.numpy_wrapper
import time:       390 |        390 |                       autograd.numpy.numpy_boxes
import time:       785 |       1174 |                     autograd.numpy.numpy_vjps
import time:       435 |       2967 |                   autograd.numpy.fft
import time:       460 |        460 |                   autograd.numpy.linalg
import time:       543 |        543 |                   autograd.numpy.numpy_jvps
import time:       235 |        235 |                   autograd.numpy.numpy_vspaces
import time:      1239 |       1239 |                   autograd.numpy.random
import time:       359 |       5802 |                 autograd.numpy
import time:       314 |       6115 |               autograd.differential_operators
import time:     33931 |      42583 |             autograd
import time:       228 |        228 |               autograd.misc.flatten
import time:       386 |        386 |               autograd.misc.tracers
import time:       248 |        862 |             autograd.misc
import time:        92 |         92 |                       formulaic.utils
import time:       350 |        441 |                     formulaic.utils.sentinels
import time:       230 |        230 |                     formulaic.errors
import time:       402 |        402 |                           wrapt.wrappers
import time:      6014 |       6014 |                           wrapt._wrappers
import time:       513 |       6928 |                         wrapt.__wrapt__
import time:       202 |        202 |                           wrapt.arguments
import time:       492 |        693 |                         wrapt.decorators
import time:       376 |        376 |                         wrapt.importer
import time:       251 |        251 |                         wrapt.patches
import time:       417 |        417 |                         wrapt.proxies
import time:       113 |        113 |                         wrapt.weakrefs
import time:       274 |       9050 |                       wrapt
import time:       375 |        375 |                       formulaic.utils.structured
import time:       373 |       9797 |                     formulaic.model_matrix
import time:       182 |        182 |                         formulaic.utils.layered_mapping
import time:       359 |        359 |                                   graphlib
import time:       372 |        372 |                                       formulaic.utils.variables
import time:       712 |        712 |                                         formulaic.parser.types.ordered_set
import time:       404 |        404 |                                         formulaic.parser.types.term
import time:       305 |       1420 |                                       formulaic.parser.types.factor
import time:       447 |       2237 |                                     formulaic.parser.types.token
import time:       300 |       2537 |                                   formulaic.parser.types.operator
import time:       469 |       3364 |                                 formulaic.parser.types.ast_node
import time:       195 |        195 |                                     formulaic.parser.utils
import time:       159 |        353 |                                   formulaic.parser.types.operator_resolver
import time:       494 |        847 |                                 formulaic.parser.types.formula_parser
import time:       106 |       4316 |                               formulaic.parser.types
import time:       452 |       4768 |                             formulaic.parser.algos.tokenize
import time:       213 |        213 |                             formulaic.parser.algos.tokens_to_ast
import time:       105 |       5085 |                           formulaic.parser.algos
import time:       103 |        103 |                             formulaic.utils.iterators
import time:       234 |        336 |                           formulaic.utils.code
import time:       126 |       5546 |                         formulaic.parser.algos.sanitize_tokens
import time:      1418 |       7145 |                       formulaic.parser.parser
import time:       288 |       7432 |                     formulaic.parser
import time:       137 |        137 |                     formulaic.utils.calculus
import time:       250 |        250 |                     formulaic.utils.deprecations
import time:       695 |      18980 |                   formulaic.formula
import time:       212 |        212 |                         interface_meta._version
import time:        83 |         83 |                             interface_meta.utils
import time:       354 |        354 |                             interface_meta.utils.inspection
import time:        89 |         89 |                               interface_meta.utils.errors
import time:       278 |        366 |                             interface_meta.utils.reporting
import time:       260 |       1062 |                           interface_meta.utils.conformance
import time:        97 |         97 |                           interface_meta.utils.docs
import time:       187 |       1345 |                         interface_meta.interface
import time:        83 |         83 |                         interface_meta.decorators
import time:       147 |       1785 |                       interface_meta
import time:       306 |        306 |                           formulaic.materializers.types.enums
import time:       536 |        536 |                             formulaic.materializers.types.factor_values
import time:       317 |        853 |                           formulaic.materializers.types.evaluated_factor
import time:       187 |        187 |                           formulaic.materializers.types.scoped_factor
import time:       143 |        143 |                           formulaic.materializers.types.scoped_term
import time:       124 |       1610 |                         formulaic.materializers.types
import time:        15 |       1625 |                       formulaic.materializers.types.enums
import time:       184 |        184 |                         formulaic.utils.stateful_transforms
import time:       328 |        328 |                         formulaic.transforms.basis_spline
import time:       121 |        121 |                           formulaic.utils.sparse
import time:       265 |        265 |                           formulaic.transforms.poly
import time:      3068 |       3454 |                         formulaic.transforms.contrasts
import time:       506 |        506 |                         formulaic.transforms.cubic_spline
import time:       114 |        114 |                         formulaic.transforms.hashed
import time:        91 |         91 |                         formulaic.transforms.identity
import time:       159 |        159 |                         formulaic.transforms.lag
import time:       338 |        338 |                           formulaic.transforms.scale
import time:       320 |        658 |                         formulaic.transforms.patsy_compat
import time:       270 |       5758 |                       formulaic.transforms
import time:       169 |        169 |                       formulaic.utils.cast
import time:       240 |        240 |                       formulaic.utils.null_handling
import time:       848 |      10423 |                     formulaic.materializers.base
import time:       540 |        540 |                     formulaic.materializers.narwhals
import time:       590 |        590 |                     formulaic.materializers.pandas
import time:       147 |      11698 |                   formulaic.materializers
import time:       433 |        433 |                     formulaic.utils.constraints
import time:      1146 |       1579 |                   formulaic.model_spec
import time:       122 |        122 |                     formulaic.utils.context
import time:       177 |        299 |                   formulaic.sugar
import time:        95 |         95 |                   formulaic._version
import time:       191 |      32840 |                 formulaic
import time:       113 |        113 |                   lifelines.utils.btree
import time:       288 |        401 |                 lifelines.utils.concordance
import time:       362 |        362 |                 lifelines.exceptions
import time:       699 |      34300 |               lifelines.utils
import time:       359 |      34658 |             lifelines.plotting
import time:       441 |        441 |             lifelines.utils.printer
import time:      1489 |      80031 |           lifelines.fitters
import time:       122 |        122 |           lifelines.utils.safe_exp
import time:       363 |      80515 |         lifelines.fitters.weibull_fitter
import time:       110 |        110 |         lifelines.fitters.exponential_fitter
import time:       276 |        276 |         lifelines.fitters.nelson_aalen_fitter
import time:       376 |        376 |           lifelines.fitters.npmle
import time:       311 |        686 |         lifelines.fitters.kaplan_meier_fitter
import time:       129 |        129 |         lifelines.fitters.breslow_fleming_harrington_fitter
import time:       658 |        658 |             lifelines.statistics
import time:       205 |        205 |             lifelines.utils.lowess
import time:       332 |       1194 |           lifelines.fitters.mixins
import time:       832 |       2025 |         lifelines.fitters.coxph_fitter
import time:       473 |        473 |         lifelines.fitters.cox_time_varying_fitter
import time:       454 |        454 |         lifelines.fitters.aalen_additive_fitter
import time:       420 |        420 |         lifelines.fitters.aalen_johansen_fitter
import time:       483 |        483 |               autograd.scipy.integrate
import time:       271 |        271 |               autograd.scipy.signal
import time:       414 |        414 |               autograd.scipy.special
import time:       284 |        284 |                 autograd.scipy.stats.beta
import time:       495 |        495 |                 autograd.scipy.stats.chi2
import time:        97 |         97 |                 autograd.scipy.stats.gamma
import time:       114 |        114 |                 autograd.scipy.stats.norm
import time:       201 |        201 |                 autograd.scipy.stats.poisson
import time:       209 |        209 |                 autograd.scipy.stats.t
import time:       244 |        244 |                 autograd.scipy.stats.multivariate_normal
import time:       102 |        102 |                 autograd.scipy.stats.dirichlet
import time:       380 |       2124 |               autograd.scipy.stats
import time:       234 |       3523 |             autograd.scipy
import time:        11 |       3534 |           autograd.scipy.stats
import time:       208 |       3741 |         lifelines.fitters.log_normal_fitter
import time:       767 |        767 |         lifelines.fitters.log_logistic_fitter
import time:       137 |        137 |         lifelines.fitters.piecewise_exponential_fitter
import time:       339 |        339 |         lifelines.fitters.weibull_aft_fitter
import time:       286 |        286 |         lifelines.fitters.log_logistic_aft_fitter
import time:      1591 |       1591 |         lifelines.fitters.log_normal_aft_fitter
import time:       254 |        254 |         lifelines.fitters.piecewise_exponential_regression_fitter
import time:       842 |        842 |           autograd_gamma
import time:       338 |       1180 |         lifelines.fitters.generalized_gamma_fitter
